image_path,question,answer
jpg/image_01053.jpg,Does this flower have pointed petals?,No
jpg/image_01053.jpg,Is this a Orchid?,Yes
jpg/image_01053.jpg,Is this a Lily?,No
jpg/image_01054.jpg,What is the name of this flower?,Orchid
jpg/image_01054.jpg,What color are the petals?,Purple
jpg/image_01054.jpg,How many petals are visible?,Five
jpg/image_01054.jpg,Does this flower have pointed petals?,No
jpg/image_01054.jpg,Is this a Orchid?,Yes
jpg/image_01054.jpg,Is this a Hibiscus?,No
jpg/image_01055.jpg,What is the name of this flower?,Orchid
jpg/image_01055.jpg,What color are the petals?,Purple
jpg/image_01055.jpg,How many petals are visible?,Five
jpg/image_01055.jpg,Does this flower have pointed petals?,No
jpg/image_01055.jpg,Is this a Orchid?,Yes
jpg/image_01055.jpg,Is this a Lily?,No
jpg/image_01056.jpg,What is the name of this flower?,Orchid
jpg/image_01056.jpg,What color are the petals?,Purple
jpg/image_01056.jpg,How many petals are visible?,Five
jpg/image_01056.jpg,Does this flower have pointed petals?,No
jpg/image_01056.jpg,Is this a Orchid?,Yes
jpg/image_01056.jpg,Is this a Sunflower?,No
jpg/image_01057.jpg,What is the name of this flower?,Orchid
jpg/image_01057.jpg,What color are the petals?,Purple
jpg/image_01057.jpg,How many petals are visible?,Five
jpg/image_01057.jpg,Does this flower have pointed petals?,No
jpg/image_01057.jpg,Is this a Orchid?,Yes
jpg/image_01057.jpg,Is this a Tulip?,No
jpg/image_01058.jpg,What is the name of this flower?,Orchid
jpg/image_01058.jpg,What color are the petals?,Purple
jpg/image_01058.jpg,How many petals are visible?,Five
jpg/image_01058.jpg,Does this flower have pointed petals?,No
jpg/image_01058.jpg,Is this a Orchid?,Yes
jpg/image_01058.jpg,Is this a Marigold?,No
jpg/image_01059.jpg,What is the name of this flower?,Orchid
jpg/image_01059.jpg,What color are the petals?,Purple
jpg/image_01059.jpg,How many petals are visible?,Five
jpg/image_01059.jpg,Does this flower have pointed petals?,No
jpg/image_01059.jpg,Is this a Orchid?,Yes
jpg/image_01059.jpg,Is this a Lotus?,No
jpg/image_01060.jpg,What is the name of this flower?,Orchid
jpg/image_01060.jpg,What color are the petals?,Purple
jpg/image_01060.jpg,How many petals are visible?,Five
jpg/image_01060.jpg,Does this flower have pointed petals?,No
jpg/image_01060.jpg,Is this a Orchid?,Yes
jpg/image_01060.jpg,Is this a Daffodil?,No
jpg/image_01061.jpg,What is the name of this flower?,Orchid
jpg/image_01061.jpg,What color are the petals?,Purple
jpg/image_01061.jpg,How many petals are visible?,Five
jpg/image_01061.jpg,Does this flower have pointed petals?,No
jpg/image_01061.jpg,Is this a Orchid?,Yes
jpg/image_01061.jpg,Is this a Lily?,No
jpg/image_01062.jpg,What is the name of this flower?,Orchid
jpg/image_01062.jpg,What color are the petals?,Purple
jpg/image_01062.jpg,How many petals are visible?,Five
jpg/image_01062.jpg,Does this flower have pointed petals?,No
jpg/image_01062.jpg,Is this a Orchid?,Yes
jpg/image_01062.jpg,Is this a Marigold?,No
jpg/image_01063.jpg,What is the name of this flower?,Orchid
jpg/image_01063.jpg,What color are the petals?,Purple
jpg/image_01063.jpg,How many petals are visible?,Five
jpg/image_01063.jpg,Does this flower have pointed petals?,No
jpg/image_01063.jpg,Is this a Orchid?,Yes
jpg/image_01063.jpg,Is this a Rose?,No
jpg/image_01064.jpg,What is the name of this flower?,Orchid
jpg/image_01064.jpg,What color are the petals?,Purple
jpg/image_01064.jpg,How many petals are visible?,Five
jpg/image_01064.jpg,Does this flower have pointed petals?,No
jpg/image_01064.jpg,Is this a Orchid?,Yes
jpg/image_01064.jpg,Is this a Daisy?,No
jpg/image_01065.jpg,What is the name of this flower?,Orchid
jpg/image_01065.jpg,What color are the petals?,Purple
jpg/image_01065.jpg,How many petals are visible?,Five
jpg/image_01065.jpg,Does this flower have pointed petals?,No
jpg/image_01065.jpg,Is this a Orchid?,Yes
jpg/image_01065.jpg,Is this a Lotus?,No
jpg/image_01066.jpg,What is the name of this flower?,Orchid
jpg/image_01066.jpg,What color are the petals?,Purple
jpg/image_01066.jpg,How many petals are visible?,Five
jpg/image_01066.jpg,Does this flower have pointed petals?,No
jpg/image_01066.jpg,Is this a Orchid?,Yes
jpg/image_01066.jpg,Is this a Lily?,No
jpg/image_01067.jpg,What is the name of this flower?,Orchid
jpg/image_01067.jpg,What color are the petals?,Purple
jpg/image_01067.jpg,How many petals are visible?,Five
jpg/image_01067.jpg,Does this flower have pointed petals?,No
jpg/image_01067.jpg,Is this a Orchid?,Yes
jpg/image_01067.jpg,Is this a Hibiscus?,No
jpg/image_01068.jpg,What is the name of this flower?,Orchid
jpg/image_01068.jpg,What color are the petals?,Purple
jpg/image_01068.jpg,How many petals are visible?,Five
jpg/image_01068.jpg,Does this flower have pointed petals?,No
jpg/image_01068.jpg,Is this a Orchid?,Yes
jpg/image_01068.jpg,Is this a Daffodil?,No
jpg/image_01069.jpg,What is the name of this flower?,Orchid
jpg/image_01069.jpg,What color are the petals?,Purple
jpg/image_01069.jpg,How many petals are visible?,Five
jpg/image_01069.jpg,Does this flower have pointed petals?,No
jpg/image_01069.jpg,Is this a Orchid?,Yes
jpg/image_01069.jpg,Is this a Daisy?,No
jpg/image_01070.jpg,What is the name of this flower?,Orchid
jpg/image_01070.jpg,What color are the petals?,Purple
jpg/image_01070.jpg,How many petals are visible?,Five
jpg/image_01070.jpg,Does this flower have pointed petals?,No
jpg/image_01070.jpg,Is this a Orchid?,Yes
jpg/image_01070.jpg,Is this a Marigold?,No
jpg/image_01071.jpg,What is the name of this flower?,Orchid
jpg/image_01071.jpg,What color are the petals?,Purple
jpg/image_01071.jpg,How many petals are visible?,Five
jpg/image_01071.jpg,Does this flower have pointed petals?,No
jpg/image_01071.jpg,Is this a Orchid?,Yes
jpg/image_01071.jpg,Is this a Daffodil?,No
jpg/image_01072.jpg,What is the name of this flower?,Orchid
jpg/image_01072.jpg,What color are the petals?,Purple
jpg/image_01072.jpg,How many petals are visible?,Five
jpg/image_01072.jpg,Does this flower have pointed petals?,No
jpg/image_01072.jpg,Is this a Orchid?,Yes
jpg/image_01072.jpg,Is this a Lily?,No
jpg/image_01073.jpg,What is the name of this flower?,Orchid
jpg/image_01073.jpg,What color are the petals?,Purple
jpg/image_01073.jpg,How many petals are visible?,Five
jpg/image_01073.jpg,Does this flower have pointed petals?,No
jpg/image_01073.jpg,Is this a Orchid?,Yes
jpg/image_01073.jpg,Is this a Tulip?,No
jpg/image_01074.jpg,What is the name of this flower?,Orchid
jpg/image_01074.jpg,What color are the petals?,Purple
jpg/image_01074.jpg,How many petals are visible?,Five
jpg/image_01074.jpg,Does this flower have pointed petals?,No
jpg/image_01074.jpg,Is this a Orchid?,Yes
jpg/image_01074.jpg,Is this a Hibiscus?,No
jpg/image_01075.jpg,What is the name of this flower?,Orchid
jpg/image_01075.jpg,What color are the petals?,Purple
jpg/image_01075.jpg,How many petals are visible?,Five
jpg/image_01075.jpg,Does this flower have pointed petals?,No
jpg/image_01075.jpg,Is this a Orchid?,Yes
jpg/image_01075.jpg,Is this a Rose?,No
jpg/image_01076.jpg,What is the name of this flower?,Orchid
jpg/image_01076.jpg,What color are the petals?,Purple
jpg/image_01076.jpg,How many petals are visible?,Five
jpg/image_01076.jpg,Does this flower have pointed petals?,No
jpg/image_01076.jpg,Is this a Orchid?,Yes
jpg/image_01076.jpg,Is this a Lotus?,No
jpg/image_01077.jpg,What is the name of this flower?,Orchid
jpg/image_01077.jpg,What color are the petals?,Purple
jpg/image_01077.jpg,How many petals are visible?,Five
jpg/image_01077.jpg,Does this flower have pointed petals?,No
jpg/image_01077.jpg,Is this a Orchid?,Yes
jpg/image_01077.jpg,Is this a Daffodil?,No
jpg/image_01078.jpg,What is the name of this flower?,Orchid
jpg/image_01078.jpg,What color are the petals?,Purple
jpg/image_01078.jpg,How many petals are visible?,Five
jpg/image_01078.jpg,Does this flower have pointed petals?,No
jpg/image_01078.jpg,Is this a Orchid?,Yes
jpg/image_01078.jpg,Is this a Tulip?,No
jpg/image_01079.jpg,What is the name of this flower?,Orchid
jpg/image_01079.jpg,What color are the petals?,Purple
jpg/image_01079.jpg,How many petals are visible?,Five
jpg/image_01079.jpg,Does this flower have pointed petals?,No
jpg/image_01079.jpg,Is this a Orchid?,Yes
jpg/image_01079.jpg,Is this a Lily?,No
jpg/image_01080.jpg,What is the name of this flower?,Orchid
jpg/image_01080.jpg,What color are the petals?,Purple
jpg/image_01080.jpg,How many petals are visible?,Five
jpg/image_01080.jpg,Does this flower have pointed petals?,No
jpg/image_01080.jpg,Is this a Orchid?,Yes
jpg/image_01080.jpg,Is this a Hibiscus?,No
jpg/image_01081.jpg,What is the name of this flower?,Orchid
jpg/image_01081.jpg,What color are the petals?,Purple
jpg/image_01081.jpg,How many petals are visible?,Five
jpg/image_01081.jpg,Does this flower have pointed petals?,No
jpg/image_01081.jpg,Is this a Orchid?,Yes
jpg/image_01081.jpg,Is this a Daisy?,No
jpg/image_01082.jpg,What is the name of this flower?,Orchid
jpg/image_01082.jpg,What color are the petals?,Purple
jpg/image_01082.jpg,How many petals are visible?,Five
jpg/image_01082.jpg,Does this flower have pointed petals?,No
jpg/image_01082.jpg,Is this a Orchid?,Yes
jpg/image_01082.jpg,Is this a Marigold?,No
jpg/image_01083.jpg,What is the name of this flower?,Orchid
jpg/image_01083.jpg,What color are the petals?,Purple
jpg/image_01083.jpg,How many petals are visible?,Five
jpg/image_01083.jpg,Does this flower have pointed petals?,No
jpg/image_01083.jpg,Is this a Orchid?,Yes
jpg/image_01083.jpg,Is this a Lily?,No
jpg/image_01084.jpg,What is the name of this flower?,Orchid
jpg/image_01084.jpg,What color are the petals?,Purple
jpg/image_01084.jpg,How many petals are visible?,Five
jpg/image_01084.jpg,Does this flower have pointed petals?,No
jpg/image_01084.jpg,Is this a Orchid?,Yes
jpg/image_01084.jpg,Is this a Sunflower?,No
jpg/image_01085.jpg,What is the name of this flower?,Orchid
jpg/image_01085.jpg,What color are the petals?,Purple
jpg/image_01085.jpg,How many petals are visible?,Five
jpg/image_01085.jpg,Does this flower have pointed petals?,No
jpg/image_01085.jpg,Is this a Orchid?,Yes
jpg/image_01085.jpg,Is this a Rose?,No
jpg/image_01086.jpg,What is the name of this flower?,Orchid
jpg/image_01086.jpg,What color are the petals?,Purple
jpg/image_01086.jpg,How many petals are visible?,Five
jpg/image_01086.jpg,Does this flower have pointed petals?,No
jpg/image_01086.jpg,Is this a Orchid?,Yes
jpg/image_01086.jpg,Is this a Rose?,No
jpg/image_01087.jpg,What is the name of this flower?,Orchid
jpg/image_01087.jpg,What color are the petals?,Purple
jpg/image_01087.jpg,How many petals are visible?,Five
jpg/image_01087.jpg,Does this flower have pointed petals?,No
jpg/image_01087.jpg,Is this a Orchid?,Yes
jpg/image_01087.jpg,Is this a Daisy?,No
jpg/image_01088.jpg,What is the name of this flower?,Orchid
jpg/image_01088.jpg,What color are the petals?,Purple
jpg/image_01088.jpg,How many petals are visible?,Five
jpg/image_01088.jpg,Does this flower have pointed petals?,No
jpg/image_01088.jpg,Is this a Orchid?,Yes
jpg/image_01088.jpg,Is this a Hibiscus?,No
jpg/image_01089.jpg,What is the name of this flower?,Orchid
jpg/image_01089.jpg,What color are the petals?,Purple
jpg/image_01089.jpg,How many petals are visible?,Five
jpg/image_01089.jpg,Does this flower have pointed petals?,No
jpg/image_01089.jpg,Is this a Orchid?,Yes
jpg/image_01089.jpg,Is this a Lily?,No
jpg/image_01090.jpg,What is the name of this flower?,Orchid
jpg/image_01090.jpg,What color are the petals?,Purple
jpg/image_01090.jpg,How many petals are visible?,Five
jpg/image_01090.jpg,Does this flower have pointed petals?,No
jpg/image_01090.jpg,Is this a Orchid?,Yes
jpg/image_01090.jpg,Is this a Lily?,No
jpg/image_01091.jpg,What is the name of this flower?,Orchid
jpg/image_01091.jpg,What color are the petals?,Purple
jpg/image_01091.jpg,How many petals are visible?,Five
jpg/image_01091.jpg,Does this flower have pointed petals?,No
jpg/image_01091.jpg,Is this a Orchid?,Yes
jpg/image_01091.jpg,Is this a Tulip?,No
jpg/image_01092.jpg,What is the name of this flower?,Orchid
jpg/image_01092.jpg,What color are the petals?,Purple
jpg/image_01092.jpg,How many petals are visible?,Five
jpg/image_01092.jpg,Does this flower have pointed petals?,No
jpg/image_01092.jpg,Is this a Orchid?,Yes
jpg/image_01092.jpg,Is this a Lotus?,No
jpg/image_01093.jpg,What is the name of this flower?,Orchid
jpg/image_01093.jpg,What color are the petals?,Purple
jpg/image_01093.jpg,How many petals are visible?,Five
jpg/image_01093.jpg,Does this flower have pointed petals?,No
jpg/image_01093.jpg,Is this a Orchid?,Yes
jpg/image_01093.jpg,Is this a Sunflower?,No
jpg/image_01094.jpg,What is the name of this flower?,Orchid
jpg/image_01094.jpg,What color are the petals?,Purple
jpg/image_01094.jpg,How many petals are visible?,Five
jpg/image_01094.jpg,Does this flower have pointed petals?,No
jpg/image_01094.jpg,Is this a Orchid?,Yes
jpg/image_01094.jpg,Is this a Marigold?,No
jpg/image_01095.jpg,What is the name of this flower?,Orchid
jpg/image_01095.jpg,What color are the petals?,Purple
jpg/image_01095.jpg,How many petals are visible?,Five
jpg/image_01095.jpg,Does this flower have pointed petals?,No
jpg/image_01095.jpg,Is this a Orchid?,Yes
jpg/image_01095.jpg,Is this a Hibiscus?,No
jpg/image_01096.jpg,What is the name of this flower?,Orchid
jpg/image_01096.jpg,What color are the petals?,Purple
jpg/image_01096.jpg,How many petals are visible?,Five
jpg/image_01096.jpg,Does this flower have pointed petals?,No
jpg/image_01096.jpg,Is this a Orchid?,Yes
jpg/image_01096.jpg,Is this a Daffodil?,No
jpg/image_01097.jpg,What is the name of this flower?,Orchid
jpg/image_01097.jpg,What color are the petals?,Purple
jpg/image_01097.jpg,How many petals are visible?,Five
jpg/image_01097.jpg,Does this flower have pointed petals?,No
jpg/image_01097.jpg,Is this a Orchid?,Yes
jpg/image_01097.jpg,Is this a Lotus?,No
jpg/image_01098.jpg,What is the name of this flower?,Orchid
jpg/image_01098.jpg,What color are the petals?,Purple
jpg/image_01098.jpg,How many petals are visible?,Five
jpg/image_01098.jpg,Does this flower have pointed petals?,No
jpg/image_01098.jpg,Is this a Orchid?,Yes
jpg/image_01098.jpg,Is this a Marigold?,No
jpg/image_01099.jpg,What is the name of this flower?,Orchid
jpg/image_01099.jpg,What color are the petals?,Purple
jpg/image_01099.jpg,How many petals are visible?,Five
jpg/image_01099.jpg,Does this flower have pointed petals?,No
jpg/image_01099.jpg,Is this a Orchid?,Yes
jpg/image_01099.jpg,Is this a Sunflower?,No
jpg/image_01100.jpg,What is the name of this flower?,Orchid
jpg/image_01100.jpg,What color are the petals?,Purple
jpg/image_01100.jpg,How many petals are visible?,Five
jpg/image_01100.jpg,Does this flower have pointed petals?,No
jpg/image_01100.jpg,Is this a Orchid?,Yes
jpg/image_01100.jpg,Is this a Marigold?,No
jpg/image_01101.jpg,What is the name of this flower?,Orchid
jpg/image_01101.jpg,What color are the petals?,Purple
jpg/image_01101.jpg,How many petals are visible?,Five
jpg/image_01101.jpg,Does this flower have pointed petals?,No
jpg/image_01101.jpg,Is this a Orchid?,Yes
jpg/image_01101.jpg,Is this a Lily?,No
jpg/image_01102.jpg,What is the name of this flower?,Orchid
jpg/image_01102.jpg,What color are the petals?,Purple
jpg/image_01102.jpg,How many petals are visible?,Five
jpg/image_01102.jpg,Does this flower have pointed petals?,No
jpg/image_01102.jpg,Is this a Orchid?,Yes
jpg/image_01102.jpg,Is this a Hibiscus?,No
jpg/image_01103.jpg,What is the name of this flower?,Orchid
jpg/image_01103.jpg,What color are the petals?,Purple
jpg/image_01103.jpg,How many petals are visible?,Five
jpg/image_01103.jpg,Does this flower have pointed petals?,No
jpg/image_01103.jpg,Is this a Orchid?,Yes
jpg/image_01103.jpg,Is this a Marigold?,No
jpg/image_01104.jpg,What is the name of this flower?,Orchid
jpg/image_01104.jpg,What color are the petals?,Purple
jpg/image_01104.jpg,How many petals are visible?,Five
jpg/image_01104.jpg,Does this flower have pointed petals?,No
jpg/image_01104.jpg,Is this a Orchid?,Yes
jpg/image_01104.jpg,Is this a Daisy?,No
jpg/image_01105.jpg,What is the name of this flower?,Orchid
jpg/image_01105.jpg,What color are the petals?,Purple
jpg/image_01105.jpg,How many petals are visible?,Five
jpg/image_01105.jpg,Does this flower have pointed petals?,No
jpg/image_01105.jpg,Is this a Orchid?,Yes
jpg/image_01105.jpg,Is this a Rose?,No
jpg/image_01106.jpg,What is the name of this flower?,Orchid
jpg/image_01106.jpg,What color are the petals?,Purple
jpg/image_01106.jpg,How many petals are visible?,Five
jpg/image_01106.jpg,Does this flower have pointed petals?,No
jpg/image_01106.jpg,Is this a Orchid?,Yes
jpg/image_01106.jpg,Is this a Daffodil?,No
jpg/image_01107.jpg,What is the name of this flower?,Orchid
jpg/image_01107.jpg,What color are the petals?,Purple
jpg/image_01107.jpg,How many petals are visible?,Five
jpg/image_01107.jpg,Does this flower have pointed petals?,No
jpg/image_01107.jpg,Is this a Orchid?,Yes
jpg/image_01107.jpg,Is this a Tulip?,No
jpg/image_01108.jpg,What is the name of this flower?,Orchid
jpg/image_01108.jpg,What color are the petals?,Purple
jpg/image_01108.jpg,How many petals are visible?,Five
jpg/image_01108.jpg,Does this flower have pointed petals?,No
jpg/image_01108.jpg,Is this a Orchid?,Yes
jpg/image_01108.jpg,Is this a Hibiscus?,No
jpg/image_01109.jpg,What is the name of this flower?,Orchid
jpg/image_01109.jpg,What color are the petals?,Purple
jpg/image_01109.jpg,How many petals are visible?,Five
jpg/image_01109.jpg,Does this flower have pointed petals?,No
jpg/image_01109.jpg,Is this a Orchid?,Yes
jpg/image_01109.jpg,Is this a Hibiscus?,No
jpg/image_01110.jpg,What is the name of this flower?,Orchid
jpg/image_01110.jpg,What color are the petals?,Purple
jpg/image_01110.jpg,How many petals are visible?,Five
jpg/image_01110.jpg,Does this flower have pointed petals?,No
jpg/image_01110.jpg,Is this a Orchid?,Yes
jpg/image_01110.jpg,Is this a Tulip?,No
jpg/image_01111.jpg,What is the name of this flower?,Orchid
jpg/image_01111.jpg,What color are the petals?,Purple
jpg/image_01111.jpg,How many petals are visible?,Five
jpg/image_01111.jpg,Does this flower have pointed petals?,No
jpg/image_01111.jpg,Is this a Orchid?,Yes
jpg/image_01111.jpg,Is this a Daffodil?,No
jpg/image_01112.jpg,What is the name of this flower?,Orchid
jpg/image_01112.jpg,What color are the petals?,Purple
jpg/image_01112.jpg,How many petals are visible?,Five
jpg/image_01112.jpg,Does this flower have pointed petals?,No
jpg/image_01112.jpg,Is this a Orchid?,Yes
jpg/image_01112.jpg,Is this a Lily?,No
jpg/image_01113.jpg,What is the name of this flower?,Orchid
jpg/image_01113.jpg,What color are the petals?,Purple
jpg/image_01113.jpg,How many petals are visible?,Five
jpg/image_01113.jpg,Does this flower have pointed petals?,No
jpg/image_01113.jpg,Is this a Orchid?,Yes
jpg/image_01113.jpg,Is this a Daffodil?,No
jpg/image_01114.jpg,What is the name of this flower?,Orchid
jpg/image_01114.jpg,What color are the petals?,Purple
jpg/image_01114.jpg,How many petals are visible?,Five
jpg/image_01114.jpg,Does this flower have pointed petals?,No
jpg/image_01114.jpg,Is this a Orchid?,Yes
jpg/image_01114.jpg,Is this a Lotus?,No
jpg/image_01115.jpg,What is the name of this flower?,Orchid
jpg/image_01115.jpg,What color are the petals?,Purple
jpg/image_01115.jpg,How many petals are visible?,Five
jpg/image_01115.jpg,Does this flower have pointed petals?,No
jpg/image_01115.jpg,Is this a Orchid?,Yes
jpg/image_01115.jpg,Is this a Daffodil?,No
jpg/image_01116.jpg,What is the name of this flower?,Orchid
jpg/image_01116.jpg,What color are the petals?,Purple
jpg/image_01116.jpg,How many petals are visible?,Five
jpg/image_01116.jpg,Does this flower have pointed petals?,No
jpg/image_01116.jpg,Is this a Orchid?,Yes
jpg/image_01116.jpg,Is this a Rose?,No
jpg/image_01117.jpg,What is the name of this flower?,Orchid
jpg/image_01117.jpg,What color are the petals?,Purple
jpg/image_01117.jpg,How many petals are visible?,Five
jpg/image_01117.jpg,Does this flower have pointed petals?,No
jpg/image_01117.jpg,Is this a Orchid?,Yes
jpg/image_01117.jpg,Is this a Marigold?,No
jpg/image_01118.jpg,What is the name of this flower?,Orchid
jpg/image_01118.jpg,What color are the petals?,Purple
jpg/image_01118.jpg,How many petals are visible?,Five
jpg/image_01118.jpg,Does this flower have pointed petals?,No
jpg/image_01118.jpg,Is this a Orchid?,Yes
jpg/image_01118.jpg,Is this a Daisy?,No
jpg/image_01119.jpg,What is the name of this flower?,Orchid
jpg/image_01119.jpg,What color are the petals?,Purple
jpg/image_01119.jpg,How many petals are visible?,Five
jpg/image_01119.jpg,Does this flower have pointed petals?,No
jpg/image_01119.jpg,Is this a Orchid?,Yes
jpg/image_01119.jpg,Is this a Tulip?,No
jpg/image_01120.jpg,What is the name of this flower?,Orchid
jpg/image_01120.jpg,What color are the petals?,Purple
jpg/image_01120.jpg,How many petals are visible?,Five
jpg/image_01120.jpg,Does this flower have pointed petals?,No
jpg/image_01120.jpg,Is this a Orchid?,Yes
jpg/image_01120.jpg,Is this a Lily?,No
jpg/image_01121.jpg,What is the name of this flower?,Orchid
jpg/image_01121.jpg,What color are the petals?,Purple
jpg/image_01121.jpg,How many petals are visible?,Five
jpg/image_01121.jpg,Does this flower have pointed petals?,No
jpg/image_01121.jpg,Is this a Orchid?,Yes
jpg/image_01121.jpg,Is this a Hibiscus?,No
jpg/image_01122.jpg,What is the name of this flower?,Orchid
jpg/image_01122.jpg,What color are the petals?,Purple
jpg/image_01122.jpg,How many petals are visible?,Five
jpg/image_01122.jpg,Does this flower have pointed petals?,No
jpg/image_01122.jpg,Is this a Orchid?,Yes
jpg/image_01122.jpg,Is this a Lily?,No
jpg/image_01123.jpg,What is the name of this flower?,Orchid
jpg/image_01123.jpg,What color are the petals?,Purple
jpg/image_01123.jpg,How many petals are visible?,Five
jpg/image_01123.jpg,Does this flower have pointed petals?,No
jpg/image_01123.jpg,Is this a Orchid?,Yes
jpg/image_01123.jpg,Is this a Tulip?,No
jpg/image_01124.jpg,What is the name of this flower?,Orchid
jpg/image_01124.jpg,What color are the petals?,Purple
jpg/image_01124.jpg,How many petals are visible?,Five
jpg/image_01124.jpg,Does this flower have pointed petals?,No
jpg/image_01124.jpg,Is this a Orchid?,Yes
jpg/image_01124.jpg,Is this a Rose?,No
jpg/image_01125.jpg,What is the name of this flower?,Orchid
jpg/image_01125.jpg,What color are the petals?,Purple
jpg/image_01125.jpg,How many petals are visible?,Five
jpg/image_01125.jpg,Does this flower have pointed petals?,No
jpg/image_01125.jpg,Is this a Orchid?,Yes
jpg/image_01125.jpg,Is this a Rose?,No
jpg/image_01126.jpg,What is the name of this flower?,Orchid
jpg/image_01126.jpg,What color are the petals?,Purple
jpg/image_01126.jpg,How many petals are visible?,Five
jpg/image_01126.jpg,Does this flower have pointed petals?,No
jpg/image_01126.jpg,Is this a Orchid?,Yes
jpg/image_01126.jpg,Is this a Daffodil?,No
jpg/image_01127.jpg,What is the name of this flower?,Orchid
jpg/image_01127.jpg,What color are the petals?,Purple
jpg/image_01127.jpg,How many petals are visible?,Five
jpg/image_01127.jpg,Does this flower have pointed petals?,No
jpg/image_01127.jpg,Is this a Orchid?,Yes
jpg/image_01127.jpg,Is this a Tulip?,No
jpg/image_01128.jpg,What is the name of this flower?,Orchid
jpg/image_01128.jpg,What color are the petals?,Purple
jpg/image_01128.jpg,How many petals are visible?,Five
jpg/image_01128.jpg,Does this flower have pointed petals?,No
jpg/image_01128.jpg,Is this a Orchid?,Yes
jpg/image_01128.jpg,Is this a Sunflower?,No
jpg/image_01129.jpg,What is the name of this flower?,Orchid
jpg/image_01129.jpg,What color are the petals?,Purple
jpg/image_01129.jpg,How many petals are visible?,Five
jpg/image_01129.jpg,Does this flower have pointed petals?,No
jpg/image_01129.jpg,Is this a Orchid?,Yes
jpg/image_01129.jpg,Is this a Tulip?,No
jpg/image_01130.jpg,What is the name of this flower?,Orchid
jpg/image_01130.jpg,What color are the petals?,Purple
jpg/image_01130.jpg,How many petals are visible?,Five
jpg/image_01130.jpg,Does this flower have pointed petals?,No
jpg/image_01130.jpg,Is this a Orchid?,Yes
jpg/image_01130.jpg,Is this a Lily?,No
jpg/image_01131.jpg,What is the name of this flower?,Orchid
jpg/image_01131.jpg,What color are the petals?,Purple
jpg/image_01131.jpg,How many petals are visible?,Five
jpg/image_01131.jpg,Does this flower have pointed petals?,No
jpg/image_01131.jpg,Is this a Orchid?,Yes
jpg/image_01131.jpg,Is this a Lotus?,No
jpg/image_01132.jpg,What is the name of this flower?,Orchid
jpg/image_01132.jpg,What color are the petals?,Purple
jpg/image_01132.jpg,How many petals are visible?,Five
jpg/image_01132.jpg,Does this flower have pointed petals?,No
jpg/image_01132.jpg,Is this a Orchid?,Yes
jpg/image_01132.jpg,Is this a Tulip?,No
jpg/image_01133.jpg,What is the name of this flower?,Orchid
jpg/image_01133.jpg,What color are the petals?,Purple
jpg/image_01133.jpg,How many petals are visible?,Five
jpg/image_01133.jpg,Does this flower have pointed petals?,No
jpg/image_01133.jpg,Is this a Orchid?,Yes
jpg/image_01133.jpg,Is this a Tulip?,No
jpg/image_01134.jpg,What is the name of this flower?,Orchid
jpg/image_01134.jpg,What color are the petals?,Purple
jpg/image_01134.jpg,How many petals are visible?,Five
jpg/image_01134.jpg,Does this flower have pointed petals?,No
jpg/image_01134.jpg,Is this a Orchid?,Yes
jpg/image_01134.jpg,Is this a Tulip?,No
jpg/image_01135.jpg,What is the name of this flower?,Orchid
jpg/image_01135.jpg,What color are the petals?,Purple
jpg/image_01135.jpg,How many petals are visible?,Five
jpg/image_01135.jpg,Does this flower have pointed petals?,No
jpg/image_01135.jpg,Is this a Orchid?,Yes
jpg/image_01135.jpg,Is this a Daffodil?,No
jpg/image_01136.jpg,What is the name of this flower?,Orchid
jpg/image_01136.jpg,What color are the petals?,Purple
jpg/image_01136.jpg,How many petals are visible?,Five
jpg/image_01136.jpg,Does this flower have pointed petals?,No
jpg/image_01136.jpg,Is this a Orchid?,Yes
jpg/image_01136.jpg,Is this a Sunflower?,No
jpg/image_01137.jpg,What is the name of this flower?,Orchid
jpg/image_01137.jpg,What color are the petals?,Purple
jpg/image_01137.jpg,How many petals are visible?,Five
jpg/image_01137.jpg,Does this flower have pointed petals?,No
jpg/image_01137.jpg,Is this a Orchid?,Yes
jpg/image_01137.jpg,Is this a Rose?,No
jpg/image_01138.jpg,What is the name of this flower?,Orchid
jpg/image_01138.jpg,What color are the petals?,Purple
jpg/image_01138.jpg,How many petals are visible?,Five
jpg/image_01138.jpg,Does this flower have pointed petals?,No
jpg/image_01138.jpg,Is this a Orchid?,Yes
jpg/image_01138.jpg,Is this a Daisy?,No
jpg/image_01139.jpg,What is the name of this flower?,Orchid
jpg/image_01139.jpg,What color are the petals?,Purple
jpg/image_01139.jpg,How many petals are visible?,Five
jpg/image_01139.jpg,Does this flower have pointed petals?,No
jpg/image_01139.jpg,Is this a Orchid?,Yes
jpg/image_01139.jpg,Is this a Sunflower?,No
jpg/image_01140.jpg,What is the name of this flower?,Orchid
jpg/image_01140.jpg,What color are the petals?,Purple
jpg/image_01140.jpg,How many petals are visible?,Five
jpg/image_01140.jpg,Does this flower have pointed petals?,No
jpg/image_01140.jpg,Is this a Orchid?,Yes
jpg/image_01140.jpg,Is this a Sunflower?,No
jpg/image_01141.jpg,What is the name of this flower?,Orchid
jpg/image_01141.jpg,What color are the petals?,Purple
jpg/image_01141.jpg,How many petals are visible?,Five
jpg/image_01141.jpg,Does this flower have pointed petals?,No
jpg/image_01141.jpg,Is this a Orchid?,Yes
